"","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
"1",13115,13357,13539,14023,14363,15240,16678,16082,16572,17189,17307,17403,18254,18845,18252,18704,19143,19516,19290,19483,19745,20097,20600,20797,20609,20467,20453,20117,22726,20745,22849,22580,22232,22113,22490,22237,19840,19995
